Number,X,Y,Elev,Transect,Element,Type
3229,1786491.262,305727.448,-1.825,2,18,ROCK TOP
3230,1786490.888,305725.069,-1.692,2,18,ROCK TOP
3231,1786488.68,305723.948,-1.699,2,18,ROCK TOP
3232,1786487.166,305721.956,-1.797,2,18,ROCK TOP
3233,1786483.376,305720.262,-1.935,2,18,ROCK TOP
3234,1786481.842,305716.405,-1.943,2,18,ROCK TOP
3235,1786480.937,305715.143,-3.395,2,18,GS
3236,1786467.319,305722.254,-3.504,3,18,GS
3237,1786468.158,305723.606,-2.005,3,18,ROCK TOP
3238,1786469.121,305725.042,-1.968,3,18,ROCK TOP
3239,1786471.688,305726.612,-1.732,3,18,ROCK TOP
3240,1786472.054,305728.678,-1.814,3,18,ROCK TOP
3241,1786474.095,305729.677,-1.725,3,18,ROCK TOP
3242,1786475.581,305731.829,-1.761,3,18,ROCK TOP
3243,1786477.066,305732.934,-1.919,3,18,ROCK TOP
3244,1786477.658,305736.149,-1.871,3,18,ROCK TOP
3245,1786480.742,305738.65,-1.559,3,18,ROCK TOP
3246,1786479.647,305740.817,-1.766,3,18,ROCK TOP
3247,1786480.096,305743.1,-1.51,3,18,ROCK TOP
3248,1786481.485,305745.196,-1.774,3,18,ROCK TOP
3249,1786481.211,305746.716,-1.921,3,18,ROCK TOP
3250,1786481.605,305748.432,-3.424,3,18,GS
3251,1786468.179,305755.587,-3.426,4,18,GS
3252,1786467,305753.494,-1.838,4,18,ROCK TOP 
3253,1786466.084,305752.509,-1.704,4,18,ROCK TOP
3254,1786464.894,305750.615,-1.853,4,18,ROCK TOP
3255,1786464.15,305749.105,-1.585,4,18,ROCK TOP
3256,1786462.765,305746.291,-1.97,4,18,ROCK TOP
3257,1786461.46,305744.35,-1.77,4,18,ROCK TOP
3258,1786460.634,305742.015,-1.86,4,18,ROCK TOP
3259,1786458.98,305739.925,-1.909,4,18,ROCK TOP
3260,1786457.75,305737.653,-1.906,4,18,ROCK TOP
3261,1786457.716,305735.763,-1.926,4,18,ROCK TOP
3262,1786455.682,305733.772,-1.807,4,18,ROCK TOP
3263,1786454.575,305730.691,-1.845,4,18,ROCK TOP
3264,1786453.093,305728.603,-3.555,4,18,GS
3265,1786440.96,305735.756,-3.563,5,18,GS
3266,1786441.864,305738.139,-1.888,5,18,ROCK TOP
3267,1786442.632,305739.838,-1.8,5,18,ROCK TOP
3268,1786443.425,305741.349,-1.912,5,18,ROCK TOP
3269,1786445.46,305743.838,-1.847,5,18,ROCK TOP
3270,1786447.647,305747.202,-1.746,5,18,ROCK TOP
3271,1786448.923,305748.318,-1.858,5,18,ROCK TOP
3272,1786448.837,305751.21,-1.866,5,18,ROCK TOP
3273,1786450.32,305753.545,-1.506,5,18,ROCK TOP
3274,1786452.529,305757.249,-1.7,5,18,ROCK TOP
3275,1786454.035,305759.934,-1.863,5,18,ROCK TOP
3276,1786455.716,305762.302,-3.358,5,18,GS
3277,1786433.959,305774.176,-3.364,6,18,GS
3278,1786433.549,305772.236,-1.948,6,18,ROCK TOP
3279,1786432.137,305771.324,-1.714,6,18,ROCK TOP
3280,1786430.912,305768.152,-1.694,6,18,ROCK TOP
3281,1786430.387,305766.266,-1.797,6,18,ROCK TOP
3282,1786429.629,305763.242,-1.772,6,18,ROCK TOP
3283,1786428.09,305760.675,-1.781,6,18,ROCK TOP
3284,1786426.188,305758.019,-1.87,6,18,ROCK TOP
3285,1786424.379,305754.652,-1.87,6,18,ROCK TOP
3286,1786422.324,305752.093,-1.915,6,18,ROCK TOP
3287,1786420.323,305750.22,-1.819,6,18,ROCK TOP
3288,1786420.722,305747.765,-3.545,6,18,GS
3289,1786392.774,305761.9,-3.432,7,18,GS
3290,1786393.365,305763.333,-1.945,7,18,ROCK TOP
3291,1786394.319,305765.378,-1.763,7,18,ROCK TOP
3292,1786395.811,305768.085,-1.857,7,18,ROCK TOP
3293,1786395.187,305771.339,-1.8,7,18,ROCK TOP
3294,1786397.416,305774.233,-1.756,7,18,ROCK TOP
3295,1786398.939,305777.039,-1.81,7,18,ROCK TOP
3296,1786399.794,305779.106,-1.929,7,18,ROCK TOP
3297,1786400.466,305781.003,-1.921,7,18,ROCK TOP
3298,1786402.124,305783.737,-1.589,7,18,ROCK TOP
3299,1786403.545,305786.39,-1.701,7,18,ROCK TOP
3300,1786403.899,305789.087,-1.845,7,18,ROCK TOP
3301,1786404.698,305790.523,-3.433,7,18,GS
3302,1786385.127,305801.902,-3.225,8,18,GS
3303,1786384.181,305800.525,-2.002,8,18,ROCK TOP 
3304,1786382.545,305798.005,-1.756,8,18,ROCK TOP
3305,1786380.193,305795.699,-1.873,8,18,ROCK TOP
3306,1786379.236,305793.975,-1.651,8,18,ROCK TOP
3307,1786378.467,305790.522,-1.678,8,18,ROCK TOP
3308,1786377.405,305788.081,-1.852,8,18,ROCK TOP
3309,1786376.484,305785.471,-1.842,8,18,ROCK TOP
3310,1786375.062,305782.321,-1.859,8,18,ROCK TOP
3311,1786373.868,305779.473,-1.933,8,18,ROCK TOP
3312,1786370.238,305776.6,-1.769,8,18,ROCK TOP
3313,1786368.467,305773.831,-3.375,8,18,GS
3314,1786353.617,305782.318,-3.188,9,18,GS
3315,1786354.508,305783.891,-1.73,9,18,ROCK TOP
3316,1786355.927,305786.227,-1.902,9,18,ROCK TOP
3317,1786357.264,305789.109,-1.757,9,18,ROCK TOP
3318,1786358.699,305791.869,-1.656,9,18,ROCK TOP
3319,1786359.915,305794.466,-1.686,9,18,ROCK TOP
3320,1786361.764,305796.717,-1.77,9,18,ROCK TOP
3321,1786363.508,305799.506,-1.687,9,18,ROCK TOP
3322,1786364.073,305801.54,-1.705,9,18,ROCK TOP
3323,1786364.763,305804.056,-1.87,9,18,ROCK TOP
3324,1786365.782,305806.617,-1.79,9,18,ROCK TOP
3325,1786366.575,305808.684,-1.912,9,18,ROCK TOP
3326,1786367.218,305810.819,-3.442,9,18,GS
3327,1786346.175,305822.144,-3.303,10,18,GS
3328,1786345.75,305819.902,-1.886,10,18,ROCK TOP
3329,1786343.836,305817.912,-1.824,10,18,ROCK TOP
3330,1786343.267,305815.395,-1.3,10,18,ROCK TOP
3331,1786342.881,305813.224,-1.802,10,18,ROCK TOP
3332,1786342.376,305811.598,-1.56,10,18,ROCK TOP
3333,1786341.426,305808.899,-1.814,10,18,ROCK TOP
3334,1786340.812,305806.385,-1.844,10,18,ROCK TOP
3335,1786339.496,305804.179,-1.761,10,18,ROCK TOP
3336,1786338.469,305802.098,-1.873,10,18,ROCK TOP
3337,1786337.471,305799.289,-1.87,10,18,ROCK TOP
3338,1786335.956,305796.123,-1.565,10,18,ROCK TOP
3339,1786334.925,305793.854,-1.926,10,18,ROCK TOP
3340,1786334.083,305792.079,-3.166,10,18,GS
3341,1786288.754,305816.705,-3.139,11,18,GS
3342,1786290.215,305817.83,-1.812,11,18,ROCK TOP
3343,1786290.17,305820.192,-1.616,11,18,ROCK TOP
3344,1786290.468,305823.203,-1.878,11,18,ROCK TOP
3345,1786291.192,305825.348,-1.584,11,18,ROCK TOP
3346,1786291.781,305827.468,-1.698,11,18,ROCK TOP
3347,1786292.858,305830.22,-1.66,11,18,ROCK TOP
3348,1786293.838,305832.446,-1.582,11,18,ROCK TOP
3349,1786295.52,305835.032,-1.863,11,18,ROCK TOP
3350,1786296.797,305838.129,-1.852,11,18,ROCK TOP
3351,1786298.75,305840.706,-1.414,11,18,ROCK TOP
3352,1786297.746,305843.814,-1.608,11,18,ROCK TOP
3353,1786300.645,305845.267,-1.866,11,18,ROCK TOP
3354,1786300.66,305847.777,-3.157,11,18,GS
3355,1786283.796,305855.073,-3.276,12,18,GS
3356,1786282.359,305853.961,-1.748,12,18,ROCK TOP 
3357,1786281.103,305851.678,-1.742,12,18,ROCK TOP
3358,1786280.205,305849.646,-1.704,12,18,ROCK TOP
3359,1786275.445,305843.188,-1.61,12,18,ROCK TOP
3360,1786274.01,305840.303,-1.603,12,18,ROCK TOP
3361,1786271.96,305837.52,-1.589,12,18,ROCK TOP
3362,1786270.908,305835.755,-1.526,12,18,ROCK TOP
3363,1786269.616,305833.269,-1.638,12,18,ROCK TOP
3364,1786268.326,305830.502,-1.916,12,18,ROCK TOP
3365,1786267.51,305828.511,-3.044,12,18,GS
3366,1786240.799,305842.515,-3.025,13,18,GS
3367,1786242.194,305843.533,-1.397,13,18,ROCK TOP 
3368,1786243.094,305846.581,-1.669,13,18,ROCK TOP
3369,1786243.87,305848.03,-1.54,13,18,ROCK TOP
3370,1786244.304,305850.417,-1.972,13,18,ROCK TOP
3371,1786247.64,305855.384,-1.799,13,18,ROCK TOP
3372,1786249.54,305857.82,-1.746,13,18,ROCK TOP
3373,1786250.967,305859.773,-1.698,13,18,ROCK TOP
3374,1786251.826,305861.742,-1.74,13,18,ROCK TOP
3375,1786253.745,305864.366,-1.685,13,18,ROCK TOP
3376,1786253.867,305866.262,-1.885,13,18,ROCK TOP
3377,1786254.865,305868.752,-1.88,13,18,ROCK TOP
3378,1786256.104,305870.851,-3.437,13,18,GS
3379,1786208.958,305897.856,-3.49,14,18,GS
3380,1786208.963,305896.142,-1.821,14,18,ROCK TOP
3381,1786206.988,305891.686,-1.928,14,18,ROCK TOP
3382,1786206.13,305888.898,-1.856,14,18,ROCK TOP
3383,1786204.36,305885.701,-1.913,14,18,ROCK TOP
3384,1786202.253,305883.589,-1.78,14,18,ROCK TOP
3385,1786200.559,305880.852,-1.75,14,18,ROCK TOP
3386,1786198.872,305877.834,-1.773,14,18,ROCK TOP
3387,1786197.716,305874.545,-1.721,14,18,ROCK TOP
3388,1786196.074,305872.074,-1.765,14,18,ROCK TOP
3389,1786194.995,305869.842,-1.821,14,18,ROCK TOP
3390,1786193.745,305867.462,-3.176,14,18,GS
1704,1791930.498,302751.586,-1.69,1,10B,GS
1705,1791929.074,302751.437,-1.329,1,10B,ROCK TOP
1706,1791926.422,302748.293,-1.613,1,10B,ROCK TOP
1707,1791924.166,302746.533,-1.429,1,10B,ROCK TOP
1708,1791923.678,302745.817,-1.638,1,10B,ROCK TOP
1709,1791921.975,302744.348,-1.416,1,10B,ROCK TOP
1710,1791920.8,302743.213,-1.782,1,10B,ROCK TOP
1711,1791919.854,302742.478,-1.345,1,10B,ROCK TOP
1712,1791918.807,302740.81,-1.448,1,10B,ROCK TOP
1713,1791917.483,302739.111,-1.422,1,10B,ROCK TOP
1714,1791915.433,302739.704,-1.163,1,10B,ROCK TOP
1715,1791915.279,302737.352,-1.603,1,10B,ROCK TOP
1716,1791914.578,302736.474,-1.396,1,10B,ROCK TOP
1717,1791913.665,302735.097,-1.748,1,10B,ROCK TOP
1718,1791912.904,302733.644,-1.358,1,10B,ROCK TOP
1719,1791911.943,302732.45,-1.357,1,10B,ROCK TOP
1720,1791910.617,302731.148,-1.455,1,10B,ROCK TOP
1721,1791909.973,302730.576,-1.292,1,10B,ROCK TOP
1722,1791909.071,302730.256,-2.005,1,10B,GS
1682,1791881.148,302752.831,-2.557,2,10B,GS
1683,1791881.073,302753.526,-1.945,2,10B,ROCK TOP
1684,1791881.243,302755.426,-1.784,2,10B,ROCK TOP
1685,1791883.157,302756.203,-1.726,2,10B,ROCK TOP
1686,1791882.244,302758.647,-1.583,2,10B,ROCK TOP
1687,1791883.393,302760.192,-1.882,2,10B,ROCK TOP
1688,1791885.996,302761.665,-1.7,2,10B,ROCK TOP
1689,1791886.19,302762.39,-1.916,2,10B,ROCK TOP
1690,1791886.469,302762.54,-1.59,2,10B,ROCK TOP
1691,1791886.924,302763.595,-1.182,2,10B,ROCK TOP
1692,1791887.927,302765.157,-1.279,2,10B,ROCK TOP
1693,1791889.233,302766.417,-0.849,2,10B,ROCK TOP
1694,1791889.938,302767.803,-0.957,2,10B,ROCK TOP
1695,1791889.324,302771.459,-1.364,2,10B,ROCK TOP
1696,1791890.716,302771.604,-1.377,2,10B,ROCK TOP
1697,1791892.351,302773.315,-1.226,2,10B,ROCK TOP
1698,1791892.394,302775.979,-1.419,2,10B,ROCK TOP
1699,1791893.131,302776.916,-1.409,2,10B,ROCK TOP
1700,1791894.42,302778.196,-1.318,2,10B,ROCK TOP
1701,1791895.867,302779.026,-1.028,2,10B,ROCK TOP
1702,1791897.056,302780.074,-1.163,2,10B,ROCK TOP
1703,1791898.862,302781.184,-2.198,2,10B,GS
1666,1791878.029,302798.311,-2.415,3,10B,GS
1667,1791877.458,302797.577,-1.812,3,10B,ROCK TOP
1668,1791876.184,302794.8,-1.658,3,10B,ROCK TOP
1669,1791875.624,302793.809,-1.744,3,10B,ROCK TOP
1670,1791875.361,302790.652,-1.708,3,10B,ROCK TOP
1671,1791875.602,302788.675,-1.638,3,10B,ROCK TOP
1672,1791874.547,302787.518,-1.674,3,10B,ROCK TOP
1673,1791874.439,302786.015,-1.776,3,10B,ROCK TOP
1674,1791873.866,302783.945,-1.491,3,10B,ROCK TOP
1675,1791872.497,302782.857,-1.729,3,10B,ROCK TOP
1676,1791871.297,302781.06,-1.714,3,10B,ROCK TOP
1677,1791869.549,302779.306,-1.717,3,10B,ROCK TOP
1678,1791868.512,302777.083,-1.812,3,10B,ROCK TOP
1679,1791867.046,302775.513,-1.599,3,10B,ROCK TOP
1680,1791866.263,302772.913,-1.581,3,10B,ROCK TOP
1681,1791864.812,302770.35,-2.663,3,10B,GS
1650,1791843.049,302791.184,-2.823,4,10B,GS
1651,1791841.522,302792.895,-1.528,4,10B,ROCK TOP
1652,1791843.066,302794.154,-1.233,4,10B,ROCK TOP
1653,1791845.222,302795.338,-1.482,4,10B,ROCK TOP
1654,1791846.644,302796.028,-1.587,4,10B,ROCK TOP
1655,1791847.246,302797.708,-1.9,4,10B,ROCK TOP
1656,1791848.717,302799.358,-1.471,4,10B,ROCK TOP
1657,1791850.07,302800.21,-1.889,4,10B,ROCK TOP
1658,1791853.085,302801.672,-1.5,4,10B,ROCK TOP
1659,1791853.956,302803.787,-1.773,4,10B,ROCK TOP
1660,1791855.263,302805.008,-1.545,4,10B,ROCK TOP
1661,1791856.387,302805.706,-1.406,4,10B,ROCK TOP
1662,1791857.601,302808.358,-1.238,4,10B,ROCK TOP
1663,1791858.768,302809.887,-1.51,4,10B,ROCK TOP
1664,1791859.632,302811.97,-1.433,4,10B,ROCK TOP
1665,1791862.681,302811.908,-2.286,4,10B,GS
1630,1791815.929,302857.268,-2.213,5,10B,GS
1631,1791815.554,302856.288,-1.414,5,10B,ROCK TOP
1632,1791814.59,302854.004,-1.375,5,10B,ROCK TOP
1633,1791813.903,302853.273,-1.255,5,10B,ROCK TOP
1634,1791812.662,302852.232,-1.26,5,10B,ROCK TOP
1635,1791811.164,302850.428,-1.435,5,10B,ROCK TOP
1636,1791811.458,302847.583,-1.265,5,10B,ROCK TOP
1637,1791810.334,302845.923,-1.198,5,10B,ROCK TOP
1638,1791807.926,302844.743,-1.453,5,10B,ROCK TOP
1639,1791807.105,302843.671,-1.189,5,10B,ROCK TOP
1640,1791806.063,302842.354,-1.262,5,10B,ROCK TOP
1641,1791805.263,302840.048,-1.354,5,10B,ROCK TOP
1642,1791804.724,302838.657,-1.435,5,10B,ROCK TOP
1643,1791804.16,302837.004,-1.198,5,10B,ROCK TOP
1644,1791803.474,302835.72,-1.505,5,10B,ROCK TOP
1645,1791802.298,302834.454,-1.494,5,10B,ROCK TOP
1646,1791800.969,302833.387,-1.549,5,10B,ROCK TOP
1647,1791800.876,302833.257,-1.554,5,10B,ROCK TOP
1648,1791798.858,302833.156,-1.5,5,10B,ROCK TOP
1649,1791798.317,302832.366,-2.398,5,10B,GS
1611,1791768.861,302854.814,-2.216,6,10B,GS
1612,1791769.429,302856.685,-1.818,6,10B,ROCK TOP
1613,1791770.841,302857.263,-1.331,6,10B,ROCK TOP
1614,1791771.614,302858.543,-1.738,6,10B,ROCK TOP
1615,1791772.363,302860.362,-1.494,6,10B,ROCK TOP
1616,1791773.251,302861.7,-1.6,6,10B,ROCK TOP
1617,1791775.673,302862.142,-1.479,6,10B,ROCK TOP
1618,1791775.699,302863.933,-1.408,6,10B,ROCK TOP
1619,1791776.84,302864.988,-1.381,6,10B,ROCK TOP
1620,1791779.232,302865.954,-1.499,6,10B,ROCK TOP
1621,1791780.249,302868.713,-1.274,6,10B,ROCK TOP
1622,1791781.576,302869.258,-1.451,6,10B,ROCK TOP
1623,1791782.638,302870.194,-1.521,6,10B,ROCK TOP
1624,1791783.439,302871.833,-1.65,6,10B,ROCK TOP
1625,1791784.565,302873.079,-1.583,6,10B,ROCK TOP
1626,1791785.273,302874.502,-1.584,6,10B,ROCK TOP
1627,1791785.751,302875.693,-1.527,6,10B,ROCK TOP
1628,1791787.455,302876.543,-1.646,6,10B,ROCK TOP
1629,1791788.344,302877.507,-2.201,6,10B,GS
1592,1791744.657,302917.221,-2.746,7,10B,GS
1593,1791743.556,302916.456,-1.401,7,10B,ROCK TOP
1594,1791741.986,302914.073,-1.69,7,10B,ROCK TOP
1595,1791741.113,302912.261,-1.643,7,10B,ROCK TOP
1596,1791740.381,302909.991,-1.537,7,10B,ROCK TOP
1597,1791738.723,302906.77,-1.533,7,10B,ROCK TOP
1598,1791737.207,302905.091,-1.454,7,10B,ROCK TOP
1599,1791738.418,302904.357,-1.838,7,10B,ROCK TOP
1600,1791737.207,302902.368,-1.322,7,10B,ROCK TOP
1601,1791736.422,302901.356,-1.31,7,10B,ROCK TOP
1602,1791736.51,302899.891,-1.828,7,10B,ROCK TOP
1603,1791736.965,302898.936,-1.415,7,10B,ROCK TOP
1604,1791735.408,302898.076,-1.638,7,10B,ROCK TOP
1605,1791734.449,302897.162,-1.533,7,10B,ROCK TOP
1606,1791733.987,302895.963,-1.861,7,10B,ROCK TOP
1607,1791732.017,302894.425,-1.568,7,10B,ROCK TOP
1608,1791730.067,302893.02,-1.286,7,10B,ROCK TOP
1609,1791727.009,302891.709,-1.705,7,10B,ROCK TOP
1610,1791727.239,302891.084,-2.778,7,10B,GS
1574,1791703.926,302908.967,-2.95,8,10B,GS
1575,1791704.218,302909.674,-1.692,8,10B,GS
1576,1791706.525,302910.501,-1.879,8,10B,ROCK TOP
1577,1791709.238,302912.717,-1.812,8,10B,ROCK TOP
1578,1791710.905,302913.53,-1.654,8,10B,ROCK TOP
1579,1791711.267,302915.254,-1.537,8,10B,ROCK TOP
1580,1791712.114,302915.505,-1.536,8,10B,ROCK TOP
1581,1791713.914,302916.956,-1.332,8,10B,ROCK TOP
1582,1791714.297,302916.726,-1.338,8,10B,ROCK TOP
1583,1791715.649,302918.473,-1.721,8,10B,ROCK TOP
1584,1791718.187,302919.736,-1.514,8,10B,ROCK TOP
1585,1791719.051,302921.526,-1.467,8,10B,ROCK TOP
1586,1791720.189,302923.444,-1.431,8,10B,ROCK TOP
1587,1791720.623,302925.732,-1.636,8,10B,ROCK TOP
1588,1791722.722,302927.281,-1.516,8,10B,ROCK TOP
1589,1791723.225,302928.631,-1.656,8,10B,ROCK TOP
1590,1791724.128,302929.53,-1.781,8,10B,ROCK TOP
1591,1791725.099,302929.699,-3.167,8,10B,GS
1559,1791689.072,302966.094,-3.648,9,10B,GS
1560,1791689.726,302963.593,-1.701,9,10B,ROCK TOP
1561,1791688.926,302960.967,-1.668,9,10B,ROCK TOP
1562,1791687.624,302959.527,-1.613,9,10B,ROCK TOP
1563,1791687.761,302957.154,-1.847,9,10B,ROCK TOP
1564,1791686.294,302954.509,-1.942,9,10B,ROCK TOP
1565,1791684.442,302952.75,-1.699,9,10B,ROCK TOP
1566,1791681.997,302951.938,-1.896,9,10B,ROCK TOP
1567,1791680.802,302952.693,-1.547,9,10B,ROCK TOP
1568,1791679.118,302951.032,-1.739,9,10B,ROCK TOP
1569,1791679.364,302949.68,-1.725,9,10B,ROCK TOP
1570,1791678.98,302947.039,-1.623,9,10B,ROCK TOP
1571,1791678.045,302942.7,-1.752,9,10B,ROCK TOP
1572,1791676.85,302941.908,-1.74,9,10B,ROCK TOP
1573,1791674.628,302940.649,-3.435,9,10B,GS
1947,1790851.005,303492.031,-2.993,1,12,GS
1948,1790850.576,303492.911,-1.776,1,12,ROCK TOP
1949,1790853.287,303494.672,-1.869,1,12,ROCK TOP
1950,1790855.019,303496.914,-1.804,1,12,ROCK TOP
1951,1790857.824,303500.898,-1.815,1,12,ROCK TOP
1952,1790858.665,303502.758,-1.698,1,12,ROCK TOP
1953,1790861.218,303504.114,-1.872,1,12,ROCK TOP
1954,1790862.153,303506.036,-1.6,1,12,ROCK TOP
1955,1790864.168,303507.724,-1.764,1,12,ROCK TOP
1956,1790866.156,303507.621,-1.772,1,12,ROCK TOP
1957,1790867.758,303509.372,-1.931,1,12,ROCK TOP
1958,1790869.327,303510.822,-1.837,1,12,ROCK TOP
1959,1790870.926,303512.436,-1.936,1,12,ROCK TOP
1960,1790872.347,303514.567,-3.271,1,12,GS
1961,1790820.322,303562.801,-3.114,2,12,GS
1962,1790819.655,303562.198,-1.922,2,12,ROCK TOP
1963,1790817.788,303560.493,-1.927,2,12,ROCK TOP
1964,1790817.043,303559.605,-1.861,2,12,ROCK TOP
1965,1790815.851,303557.836,-1.755,2,12,ROCK TOP
1966,1790815.146,303557.155,-1.814,2,12,ROCK TOP
1967,1790813.747,303554.991,-1.521,2,12,ROCK TOP
1968,1790812.929,303553.757,-1.329,2,12,ROCK TOP
1969,1790811.564,303552.256,-1.364,2,12,ROCK TOP
1970,1790810.014,303551.4,-1.637,2,12,ROCK TOP
1971,1790808.593,303549.81,-1.541,2,12,ROCK TOP
1972,1790807.448,303548.006,-1.633,2,12,ROCK TOP
1973,1790805.552,303546.982,-1.642,2,12,ROCK TOP
1974,1790803.372,303545.589,-1.546,2,12,ROCK TOP
1975,1790801.39,303544.473,-1.494,2,12,ROCK TOP
1976,1790799.931,303543.368,-1.728,2,12,ROCK TOP
1977,1790798.593,303541.244,-2.805,2,12,GS
1978,1790785.151,303553.682,-2.679,3,12,GS
1979,1790786.566,303554.803,-1.52,3,12,ROCK TOP
1980,1790788.216,303557.638,-1.537,3,12,ROCK TOP
1981,1790789.187,303559.08,-1.536,3,12,ROCK TOP
1982,1790790.331,303560.769,-1.919,3,12,ROCK TOP
1983,1790791.97,303562.59,-1.63,3,12,ROCK TOP
1984,1790793.698,303564.765,-1.722,3,12,ROCK TOP
1985,1790794.197,303565.528,-1.256,3,12,ROCK TOP
1986,1790795.214,303568.337,-1.444,3,12,ROCK TOP
1987,1790796.512,303569.821,-1.489,3,12,ROCK TOP
1988,1790798.704,303572.178,-1.427,3,12,ROCK TOP
1989,1790799.567,303573.663,-1.84,3,12,ROCK TOP
1990,1790800.692,303575.533,-1.65,3,12,ROCK TOP
1991,1790801.39,303577.823,-1.89,3,12,ROCK TOP
1992,1790802.29,303579.032,-2.77,3,12,GS
1993,1790797.141,303583.281,-2.659,4,12,GS
1994,1790796.4,303582.033,-1.56,4,12,ROCK TOP
1995,1790795.476,303580.758,-1.543,4,12,ROCK TOP
1996,1790794.462,303578.997,-1.52,4,12,ROCK TOP
1997,1790793.672,303577.281,-1.34,4,12,ROCK TOP
1998,1790792.257,303575.401,-1.613,4,12,ROCK TOP
1999,1790789.888,303572.63,-1.799,4,12,ROCK TOP
2000,1790789.05,303570.014,-1.41,4,12,ROCK TOP
2001,1790786.487,303569.451,-1.789,4,12,ROCK TOP
2002,1790784.963,303568.257,-1.359,4,12,ROCK TOP
2003,1790783.537,303565.463,-1.612,4,12,ROCK TOP
2004,1790782.348,303563.486,-1.747,4,12,ROCK TOP
2005,1790781.554,303561.505,-1.76,4,12,ROCK TOP
2006,1790779.812,303558.465,-2.599,4,12,GS
2007,1790759.992,303576.284,-2.462,5,12,GS
2008,1790760.507,303576.143,-1.723,5,12,ROCK TOP
2009,1790761.818,303578.166,-1.703,5,12,ROCK TOP
2010,1790763.003,303579.149,-1.519,5,12,ROCK TOP
2011,1790764.272,303581.482,-1.409,5,12,ROCK TOP
2012,1790765.292,303583.178,-1.487,5,12,ROCK TOP
2013,1790764.956,303586.072,-1.551,5,12,ROCK TOP
2014,1790766.958,303588.399,-1.76,5,12,ROCK TOP
2015,1790768.779,303590.648,-1.641,5,12,ROCK TOP
2016,1790769.683,303591.899,-1.567,5,12,ROCK TOP
2017,1790769.652,303594.552,-1.345,5,12,ROCK TOP
2018,1790770.84,303595.496,-1.464,5,12,ROCK TOP
2019,1790772.861,303597.144,-1.706,5,12,ROCK TOP
2020,1790773.731,303600.223,-1.661,5,12,ROCK TOP
2021,1790778.95,303599.142,-2.463,5,12,GS
2022,1790777.456,303598.213,-1.643,5,12,ROCK TOP
2023,1790776.46,303596.122,-1.622,5,12,ROCK TOP
2024,1790773.366,303593.413,-1.77,5,12,ROCK TOP
2025,1790740.615,303635.362,-2.363,6,12,GS
2026,1790739.885,303634.468,-1.635,6,12,ROCK TOP
2027,1790739.341,303632.468,-1.604,6,12,ROCK TOP
2028,1790738.927,303629.934,-1.299,6,12,ROCK TOP
2029,1790737.197,303628.133,-1.474,6,12,ROCK TOP
2030,1790735.611,303626.272,-1.373,6,12,ROCK TOP
2031,1790735.369,303623.626,-1.42,6,12,ROCK TOP
2032,1790734.993,303620.89,-1.466,6,12,ROCK TOP
2033,1790733.185,303618.176,-1.521,6,12,ROCK TOP
2034,1790731.578,303616.92,-1.372,6,12,ROCK TOP
2035,1790729.773,303615.993,-1.655,6,12,ROCK TOP
2036,1790728.551,303614.5,-1.586,6,12,ROCK TOP
2037,1790726.991,303613.264,-1.77,6,12,ROCK TOP
2038,1790725.656,303610.834,-1.514,6,12,ROCK TOP
2039,1790724.61,303608.299,-2.562,6,12,GS
2040,1790716.18,303615.166,-2.172,7,12,GS
2041,1790716.947,303616.263,-1.729,7,12,ROCK TOP
2042,1790719.202,303617.492,-1.588,7,12,ROCK TOP
2043,1790720.357,303618.457,-1.607,7,12,ROCK TOP
2044,1790720.437,303620.544,-1.483,7,12,ROCK TOP
2045,1790721.14,303623.016,-1.294,7,12,ROCK TOP
2046,1790720.777,303624.328,-1.351,7,12,ROCK TOP
2047,1790721.188,303626.7,-1.623,7,12,ROCK TOP
2048,1790723.64,303627.519,-1.663,7,12,ROCK TOP
2049,1790726.065,303628.574,-1.475,7,12,ROCK TOP
2050,1790728.034,303631.149,-1.302,7,12,ROCK TOP
2051,1790729.974,303630.822,-1.584,7,12,ROCK TOP
2052,1790732.622,303632.547,-1.659,7,12,ROCK TOP
2053,1790733.838,303634.715,-1.425,7,12,ROCK TOP
2054,1790736.274,303633.779,-1.625,7,12,ROCK TOP
2055,1790737.186,303636.432,-1.639,7,12,ROCK TOP
2056,1790722.628,303652.065,-2.251,8,12,GS
2057,1790721.448,303650.236,-1.376,8,12,ROCK TOP
2058,1790720.806,303647.788,-1.456,8,12,ROCK TOP
2059,1790719.129,303645.639,-1.536,8,12,ROCK TOP
2060,1790717.946,303643.087,-1.348,8,12,ROCK TOP
2061,1790715.313,303640.575,-1.358,8,12,ROCK TOP
2062,1790713.565,303638.485,-1.438,8,12,ROCK TOP
2063,1790711.542,303637.187,-1.628,8,12,ROCK TOP
2064,1790710.09,303635.221,-1.294,8,12,ROCK TOP
2065,1790708.549,303633.838,-1.541,8,12,ROCK TOP
2066,1790706.4,303632.38,-1.432,8,12,ROCK TOP
2067,1790703.928,303630.04,-1.462,8,12,ROCK TOP
2068,1790702.643,303628.427,-2.44,8,12,GS
2069,1790681.147,303647.186,-2.624,9,12,GS
2070,1790681.639,303648.388,-1.58,9,12,ROCK TOP
2071,1790682.56,303650.687,-1.434,9,12,ROCK TOP
2072,1790684.616,303652.492,-1.568,9,12,ROCK TOP
2073,1790686.376,303654.788,-1.509,9,12,ROCK TOP
